,Unnamed: 0,rule_id,rule,len_l,len_r,count_lhs,count_rhs,support,confidence,lift,rpf,conviction,lhs,rhs,itemset
251,251,397,"{('popularity', 'popularity_2'), ('year', 'year_2'), ('explicit', 0), ((('explicit', 0),)",2,1,8841,91483,0.08756,0.9903857029747766,1.0825898833387368,0.0867181721524714,8.85868107859291,"(('popularity', 'popularity_2'), ('year', 'year_2'))","(('explicit', 0),)","['explicit,0', 'year,year_2', 'popularity,popularity_2']"
253,253,400,"{('mode', 1), ('year', 'year_4'), ('instrumentalness', 'instrumentalness_0'), ((('instrumentalness', 'instrumentalness_0'),)",2,1,13048,40070,0.0804,0.6161863887185776,1.5377748657813266,0.0495413856529736,1.5614349799573473,"(('mode', 1), ('year', 'year_4'))","(('instrumentalness', 'instrumentalness_0'),)","['mode,1', 'year,year_4', 'instrumentalness,instrumentalness_0']"
254,254,402,"{('popularity', 'popularity_4'), ('year', 'year_4'), ('instrumentalness', 'instrumentalness_0'), ((('instrumentalness', 'instrumentalness_0'),)",2,1,12892,40070,0.08193,0.6355103940428173,1.586000484259589,0.052067366583928,1.6442169778256552,"(('popularity', 'popularity_4'), ('year', 'year_4'))","(('instrumentalness', 'instrumentalness_0'),)","['year,year_4', 'popularity,popularity_4', 'instrumentalness,instrumentalness_0']"
256,256,406,"{('mode', 1), ('year', 'year_0'), ('popularity', 'popularity_0'), ((('popularity', 'popularity_0'),)",2,1,14135,20093,0.1238,0.8758401131941987,4.35893153433633,0.1084290060134418,6.435814449589605,"(('mode', 1), ('year', 'year_0'))","(('popularity', 'popularity_0'),)","['mode,1', 'popularity,popularity_0', 'year,year_0']"
257,257,410,"{('popularity', 'popularity_1'), ('year', 'year_1'), ('mode', 1), ((('mode', 1),)",2,1,12448,70774,0.0918,0.7374678663239075,1.0420039369315108,0.0676995501285347,1.1132351487583991,"(('popularity', 'popularity_1'), ('year', 'year_1'))","(('mode', 1),)","['popularity,popularity_1', 'mode,1', 'year,year_1']"
258,258,411,"{('mode', 1), ('year', 'year_1'), ('popularity', 'popularity_1'), ((('popularity', 'popularity_1'),)",2,1,14694,20332,0.0918,0.6247447937933851,3.0727168689424804,0.0573515720702327,2.1230351630040123,"(('mode', 1), ('year', 'year_1'))","(('popularity', 'popularity_1'),)","['mode,1', 'popularity,popularity_1', 'year,year_1']"
260,260,416,"{('energy', 'energy_0'), ('explicit', 0), ('loudness', 'loudness_0'), ('acousticness', 'acousticness_4'), ((('acousticness', 'acousticness_4'),)",3,1,13503,19808,0.08643,0.6400799822261719,3.2314215580885097,0.055322112863808,2.228050561710829,"(('energy', 'energy_0'), ('explicit', 0), ('loudness', 'loudness_0'))","(('acousticness', 'acousticness_4'),)","['loudness,loudness_0', 'explicit,0', 'acousticness,acousticness_4', 'energy,energy_0']"
261,261,417,"{('acousticness', 'acousticness_4'), ('explicit', 0), ('loudness', 'loudness_0'), ('energy', 'energy_0'), ((('energy', 'energy_0'),)",3,1,10096,19940,0.08643,0.8560816164817749,4.293287946247618,0.0739911341125198,5.562875116199044,"(('acousticness', 'acousticness_4'), ('explicit', 0), ('loudness', 'loudness_0'))","(('energy', 'energy_0'),)","['loudness,loudness_0', 'acousticness,acousticness_4', 'explicit,0', 'energy,energy_0']"
262,262,423,"{('energy', 'energy_0'), ('explicit', 0), ('mode', 1), ('acousticness', 'acousticness_4'), ((('acousticness', 'acousticness_4'),)",3,1,13882,19808,0.08423,0.6067569514479182,3.06319139462802,0.0511071380204581,2.0392477398225246,"(('energy', 'energy_0'), ('explicit', 0), ('mode', 1))","(('acousticness', 'acousticness_4'),)","['mode,1', 'explicit,0', 'acousticness,acousticness_4', 'energy,energy_0']"
263,263,424,"{('acousticness', 'acousticness_4'), ('explicit', 0), ('mode', 1), ('energy', 'energy_0'), ((('energy', 'energy_0'),)",3,1,14034,19940,0.08423,0.6001852643579877,3.009956190361022,0.0505536048168733,2.0024274410796528,"(('acousticness', 'acousticness_4'), ('explicit', 0), ('mode', 1))","(('energy', 'energy_0'),)","['mode,1', 'acousticness,acousticness_4', 'explicit,0', 'energy,energy_0']"
264,264,428,"{('explicit', 0), ('mode', 1), ('popularity', 'popularity_0'), ('acousticness', 'acousticness_4'), ((('acousticness', 'acousticness_4'),)",3,1,13366,19808,0.093,0.6957953015112973,3.512698412314708,0.0647089630405506,2.636119696204039,"(('explicit', 0), ('mode', 1), ('popularity', 'popularity_0'))","(('acousticness', 'acousticness_4'),)","['mode,1', 'explicit,0', 'acousticness,acousticness_4', 'popularity,popularity_0']"
265,265,429,"{('acousticness', 'acousticness_4'), ('mode', 1), ('popularity', 'popularity_0'), ('explicit', 0), ((('explicit', 0),)",3,1,9301,91483,0.093,0.9998924846790668,1.092981739425977,0.0929900010751532,792.1588021310258,"(('acousticness', 'acousticness_4'), ('mode', 1), ('popularity', 'popularity_0'))","(('explicit', 0),)","['mode,1', 'acousticness,acousticness_4', 'explicit,0', 'popularity,popularity_0']"
266,266,435,"{('explicit', 0), ('mode', 1), ('year', 'year_0'), ('acousticness', 'acousticness_4'), ((('acousticness', 'acousticness_4'),)",3,1,13342,19808,0.09259,0.6939739169539799,3.5035032156400443,0.064255044970769,2.620430224109287,"(('explicit', 0), ('mode', 1), ('year', 'year_0'))","(('acousticness', 'acousticness_4'),)","['mode,1', 'explicit,0', 'acousticness,acousticness_4', 'year,year_0']"
267,267,436,"{('acousticness', 'acousticness_4'), ('mode', 1), ('year', 'year_0'), ('explicit', 0), ((('explicit', 0),)",3,1,9261,91483,0.09259,0.9997840406003672,1.0928631992833282,0.092570004319188,394.3778588334239,"(('acousticness', 'acousticness_4'), ('mode', 1), ('year', 'year_0'))","(('explicit', 0),)","['mode,1', 'acousticness,acousticness_4', 'explicit,0', 'year,year_0']"
268,268,442,"{('explicit', 0), ('popularity', 'popularity_0'), ('year', 'year_0'), ('acousticness', 'acousticness_4'), ((('acousticness', 'acousticness_4'),)",3,1,16392,19808,0.11892,0.7254758418740849,3.6625395894289423,0.0862735871156661,2.92112724269264,"(('explicit', 0), ('popularity', 'popularity_0'), ('year', 'year_0'))","(('acousticness', 'acousticness_4'),)","['explicit,0', 'acousticness,acousticness_4', 'year,year_0', 'popularity,popularity_0']"
269,269,443,"{('acousticness', 'acousticness_4'), ('popularity', 'popularity_0'), ('year', 'year_0'), ('explicit', 0), ((('explicit', 0),)",3,1,11893,91483,0.11892,0.9999159169259229,1.0930073531977775,0.1189100008408307,1012.914763405229,"(('acousticness', 'acousticness_4'), ('popularity', 'popularity_0'), ('year', 'year_0'))","(('explicit', 0),)","['acousticness,acousticness_4', 'explicit,0', 'year,year_0', 'popularity,popularity_0']"
270,270,453,"{('mode', 1), ('popularity', 'popularity_0'), ('year', 'year_0'), ('acousticness', 'acousticness_4'), ((('acousticness', 'acousticness_4'),)",3,1,12380,19808,0.08375,0.6764943457189014,3.415258207385407,0.056656401453958,2.478843837531064,"(('mode', 1), ('popularity', 'popularity_0'), ('year', 'year_0'))","(('acousticness', 'acousticness_4'),)","['mode,1', 'acousticness,acousticness_4', 'year,year_0', 'popularity,popularity_0']"
271,271,459,"{('explicit', 0), ('loudness', 'loudness_0'), ('mode', 1), ('energy', 'energy_0'), ((('energy', 'energy_0'),)",3,1,13309,19940,0.09671,0.7266511383274475,3.6441882564064576,0.0702744315876474,2.9288579881857686,"(('explicit', 0), ('loudness', 'loudness_0'), ('mode', 1))","(('energy', 'energy_0'),)","['mode,1', 'loudness,loudness_0', 'explicit,0', 'energy,energy_0']"
272,272,466,"{('mode', 1), ('popularity', 'popularity_0'), ('year', 'year_0'), ('explicit', 0), ((('explicit', 0),)",3,1,12380,91483,0.11594,0.9365105008077544,1.02369893948357,0.108579027463651,1.341481658260123,"(('mode', 1), ('popularity', 'popularity_0'), ('year', 'year_0'))","(('explicit', 0),)","['mode,1', 'explicit,0', 'year,year_0', 'popularity,popularity_0']"
273,273,475,"{('mode', 1), ('popularity', 'popularity_1'), ('year', 'year_1'), ('explicit', 0), ((('explicit', 0),)",3,1,9180,91483,0.09176,0.9995642701525056,1.092622968368446,0.0917200174291939,195.46470140852747,"(('mode', 1), ('popularity', 'popularity_1'), ('year', 'year_1'))","(('explicit', 0),)","['mode,1', 'explicit,0', 'popularity,popularity_1', 'year,year_1']"
274,274,476,"{('explicit', 0), ('popularity', 'popularity_1'), ('year', 'year_1'), ('mode', 1), ((('mode', 1),)",3,1,12441,70774,0.09176,0.7375612892854272,1.0421359387422318,0.0676786239048308,1.1136314383293446,"(('explicit', 0), ('popularity', 'popularity_1'), ('year', 'year_1'))","(('mode', 1),)","['popularity,popularity_1', 'mode,1', 'explicit,0', 'year,year_1']"
275,275,482,"{('explicit', 0), ('mode', 1), ('popularity', 'popularity_0'), ('year', 'year_0'), ('acousticness', 'acousticness_4'), ((('acousticness', 'acousticness_4'),)",4,1,11594,19808,0.08374,0.7222701397274452,3.6463557134866975,0.0604829015007762,2.887410076560052,"(('explicit', 0), ('mode', 1), ('popularity', 'popularity_0'), ('year', 'year_0'))","(('acousticness', 'acousticness_4'),)","['popularity,popularity_0', 'mode,1', 'year,year_0', 'explicit,0', 'acousticness,acousticness_4']"
276,276,483,"{('acousticness', 'acousticness_4'), ('mode', 1), ('popularity', 'popularity_0'), ('year', 'year_0'), ('explicit', 0), ((('explicit', 0),)",4,1,8375,91483,0.08374,0.9998805970149254,1.0929687450290495,0.0837300011940298,713.2927761730184,"(('acousticness', 'acousticness_4'), ('mode', 1), ('popularity', 'popularity_0'), ('year', 'year_0'))","(('explicit', 0),)","['explicit,0', 'popularity,popularity_0', 'mode,1', 'year,year_0', 'acousticness,acousticness_4']"
