,rule_id,rule,len_l,len_r,count_lhs,count_rhs,support,confidence,lift,rpf,conviction,lhs,rhs,itemset
6,6,"{('AIRLINE', 13), ('CANCELLATION_REASON', 4), ((('CANCELLATION_REASON', 4),)",1,1,21655,98425,0.21393,0.9879011775571461,1.0037096038172681,0.21134169891480029,1.3017794725571206,"(('AIRLINE', 13),)","(('CANCELLATION_REASON', 4),)","['AIRLINE,13', 'CANCELLATION_REASON,4']"
7,7,"{('AIRLINE', 13), ('CANCELLED', 0.0), ((('CANCELLED', 0.0),)",1,1,21655,98425,0.21393,0.9879011775571461,1.0037096038172681,0.21134169891480029,1.3017794725571206,"(('AIRLINE', 13),)","(('CANCELLED', 0.0),)","['AIRLINE,13', 'CANCELLED,0.0']"
8,8,"{('AIRLINE', 13), ('DIVERTED', 0.0), ((('DIVERTED', 0.0),)",1,1,21655,99711,0.21601,0.9975063495728469,1.0003974983430584,0.21547134657123065,1.158943053760861,"(('AIRLINE', 13),)","(('DIVERTED', 0.0),)","['AIRLINE,13', 'DIVERTED,0.0']"
22,26,"{('AIR_TIME', 'AIR_TIME_0'), ('CANCELLATION_REASON', 4), ((('CANCELLATION_REASON', 4),)",1,1,19642,98425,0.19642,1.0,1.0160020320040641,0.19642,15750000.000000041,"(('AIR_TIME', 'AIR_TIME_0'),)","(('CANCELLATION_REASON', 4),)","['AIR_TIME,AIR_TIME_0', 'CANCELLATION_REASON,4']"
23,27,"{('AIR_TIME', 'AIR_TIME_0'), ('CANCELLED', 0.0), ((('CANCELLED', 0.0),)",1,1,19642,98425,0.19642,1.0,1.0160020320040641,0.19642,15750000.000000041,"(('AIR_TIME', 'AIR_TIME_0'),)","(('CANCELLED', 0.0),)","['AIR_TIME,AIR_TIME_0', 'CANCELLED,0.0']"
25,30,"{('AIR_TIME', 'AIR_TIME_0'), ('DIVERTED', 0.0), ((('DIVERTED', 0.0),)",1,1,19642,99711,0.19642,1.0,1.0028983763075288,0.19642,2889999.999999948,"(('AIR_TIME', 'AIR_TIME_0'),)","(('DIVERTED', 0.0),)","['AIR_TIME,AIR_TIME_0', 'DIVERTED,0.0']"
28,35,"{('AIR_TIME', 'AIR_TIME_1'), ('CANCELLATION_REASON', 4), ((('CANCELLATION_REASON', 4),)",1,1,19787,98425,0.19787,1.0,1.016002032004064,0.19787,15750000.000000041,"(('AIR_TIME', 'AIR_TIME_1'),)","(('CANCELLATION_REASON', 4),)","['CANCELLATION_REASON,4', 'AIR_TIME,AIR_TIME_1']"
29,36,"{('AIR_TIME', 'AIR_TIME_1'), ('CANCELLED', 0.0), ((('CANCELLED', 0.0),)",1,1,19787,98425,0.19787,1.0,1.016002032004064,0.19787,15750000.000000041,"(('AIR_TIME', 'AIR_TIME_1'),)","(('CANCELLED', 0.0),)","['CANCELLED,0.0', 'AIR_TIME,AIR_TIME_1']"
31,39,"{('AIR_TIME', 'AIR_TIME_1'), ('DIVERTED', 0.0), ((('DIVERTED', 0.0),)",1,1,19787,99711,0.19787,1.0,1.0028983763075288,0.19787,2889999.999999948,"(('AIR_TIME', 'AIR_TIME_1'),)","(('DIVERTED', 0.0),)","['DIVERTED,0.0', 'AIR_TIME,AIR_TIME_1']"
35,44,"{('AIR_TIME', 'AIR_TIME_2'), ('CANCELLATION_REASON', 4), ((('CANCELLATION_REASON', 4),)",1,1,19900,98425,0.199,1.0,1.0160020320040641,0.199,15750000.000000041,"(('AIR_TIME', 'AIR_TIME_2'),)","(('CANCELLATION_REASON', 4),)","['CANCELLATION_REASON,4', 'AIR_TIME,AIR_TIME_2']"
36,45,"{('AIR_TIME', 'AIR_TIME_2'), ('CANCELLED', 0.0), ((('CANCELLED', 0.0),)",1,1,19900,98425,0.199,1.0,1.0160020320040641,0.199,15750000.000000041,"(('AIR_TIME', 'AIR_TIME_2'),)","(('CANCELLED', 0.0),)","['CANCELLED,0.0', 'AIR_TIME,AIR_TIME_2']"
38,48,"{('AIR_TIME', 'AIR_TIME_2'), ('DIVERTED', 0.0), ((('DIVERTED', 0.0),)",1,1,19900,99711,0.199,1.0,1.0028983763075288,0.199,2889999.999999948,"(('AIR_TIME', 'AIR_TIME_2'),)","(('DIVERTED', 0.0),)","['DIVERTED,0.0', 'AIR_TIME,AIR_TIME_2']"
42,53,"{('AIR_TIME', 'AIR_TIME_3'), ('CANCELLATION_REASON', 4), ((('CANCELLATION_REASON', 4),)",1,1,19040,98425,0.1904,1.0,1.0160020320040641,0.1904,15750000.000000041,"(('AIR_TIME', 'AIR_TIME_3'),)","(('CANCELLATION_REASON', 4),)","['CANCELLATION_REASON,4', 'AIR_TIME,AIR_TIME_3']"
43,54,"{('AIR_TIME', 'AIR_TIME_3'), ('CANCELLED', 0.0), ((('CANCELLED', 0.0),)",1,1,19040,98425,0.1904,1.0,1.0160020320040641,0.1904,15750000.000000041,"(('AIR_TIME', 'AIR_TIME_3'),)","(('CANCELLED', 0.0),)","['CANCELLED,0.0', 'AIR_TIME,AIR_TIME_3']"
46,57,"{('AIR_TIME', 'AIR_TIME_3'), ('DIVERTED', 0.0), ((('DIVERTED', 0.0),)",1,1,19040,99711,0.1904,1.0,1.002898376307529,0.1904,2889999.999999948,"(('AIR_TIME', 'AIR_TIME_3'),)","(('DIVERTED', 0.0),)","['DIVERTED,0.0', 'AIR_TIME,AIR_TIME_3']"
49,62,"{('AIR_TIME', 'AIR_TIME_4'), ('CANCELLATION_REASON', 4), ((('CANCELLATION_REASON', 4),)",1,1,19767,98425,0.19767,1.0,1.0160020320040641,0.19767,15750000.000000041,"(('AIR_TIME', 'AIR_TIME_4'),)","(('CANCELLATION_REASON', 4),)","['CANCELLATION_REASON,4', 'AIR_TIME,AIR_TIME_4']"
50,63,"{('AIR_TIME', 'AIR_TIME_4'), ('CANCELLED', 0.0), ((('CANCELLED', 0.0),)",1,1,19767,98425,0.19767,1.0,1.0160020320040641,0.19767,15750000.000000041,"(('AIR_TIME', 'AIR_TIME_4'),)","(('CANCELLED', 0.0),)","['CANCELLED,0.0', 'AIR_TIME,AIR_TIME_4']"
52,66,"{('AIR_TIME', 'AIR_TIME_4'), ('DIVERTED', 0.0), ((('DIVERTED', 0.0),)",1,1,19767,99711,0.19767,1.0,1.0028983763075288,0.19767,2889999.999999948,"(('AIR_TIME', 'AIR_TIME_4'),)","(('DIVERTED', 0.0),)","['DIVERTED,0.0', 'AIR_TIME,AIR_TIME_4']"
56,71,"{('ARRIVAL_DELAY', 'ARRIVAL_DELAY_0'), ('CANCELLATION_REASON', 4), ((('CANCELLATION_REASON', 4),)",1,1,20663,98425,0.20663,1.0,1.0160020320040641,0.20663,15750000.000000041,"(('ARRIVAL_DELAY', 'ARRIVAL_DELAY_0'),)","(('CANCELLATION_REASON', 4),)","['CANCELLATION_REASON,4', 'ARRIVAL_DELAY,ARRIVAL_DELAY_0']"
57,72,"{('ARRIVAL_DELAY', 'ARRIVAL_DELAY_0'), ('CANCELLED', 0.0), ((('CANCELLED', 0.0),)",1,1,20663,98425,0.20663,1.0,1.0160020320040641,0.20663,15750000.000000041,"(('ARRIVAL_DELAY', 'ARRIVAL_DELAY_0'),)","(('CANCELLED', 0.0),)","['CANCELLED,0.0', 'ARRIVAL_DELAY,ARRIVAL_DELAY_0']"
58,73,"{('ARRIVAL_DELAY', 'ARRIVAL_DELAY_0'), ('DIVERTED', 0.0), ((('DIVERTED', 0.0),)",1,1,20663,99711,0.20663,1.0,1.0028983763075288,0.20663,2889999.999999948,"(('ARRIVAL_DELAY', 'ARRIVAL_DELAY_0'),)","(('DIVERTED', 0.0),)","['DIVERTED,0.0', 'ARRIVAL_DELAY,ARRIVAL_DELAY_0']"
59,74,"{('ARRIVAL_DELAY', 'ARRIVAL_DELAY_1'), ('CANCELLATION_REASON', 4), ((('CANCELLATION_REASON', 4),)",1,1,20214,98425,0.20214,1.0,1.016002032004064,0.20214,15750000.000000041,"(('ARRIVAL_DELAY', 'ARRIVAL_DELAY_1'),)","(('CANCELLATION_REASON', 4),)","['CANCELLATION_REASON,4', 'ARRIVAL_DELAY,ARRIVAL_DELAY_1']"
60,75,"{('ARRIVAL_DELAY', 'ARRIVAL_DELAY_1'), ('CANCELLED', 0.0), ((('CANCELLED', 0.0),)",1,1,20214,98425,0.20214,1.0,1.016002032004064,0.20214,15750000.000000041,"(('ARRIVAL_DELAY', 'ARRIVAL_DELAY_1'),)","(('CANCELLED', 0.0),)","['CANCELLED,0.0', 'ARRIVAL_DELAY,ARRIVAL_DELAY_1']"
61,76,"{('ARRIVAL_DELAY', 'ARRIVAL_DELAY_1'), ('DIVERTED', 0.0), ((('DIVERTED', 0.0),)",1,1,20214,99711,0.20214,1.0,1.0028983763075288,0.20214,2889999.999999948,"(('ARRIVAL_DELAY', 'ARRIVAL_DELAY_1'),)","(('DIVERTED', 0.0),)","['DIVERTED,0.0', 'ARRIVAL_DELAY,ARRIVAL_DELAY_1']"
62,77,"{('ARRIVAL_DELAY', 'ARRIVAL_DELAY_2'), ('CANCELLATION_REASON', 4), ((('CANCELLATION_REASON', 4),)",1,1,19064,98425,0.19064,1.0,1.0160020320040641,0.19064,15750000.000000041,"(('ARRIVAL_DELAY', 'ARRIVAL_DELAY_2'),)","(('CANCELLATION_REASON', 4),)","['CANCELLATION_REASON,4', 'ARRIVAL_DELAY,ARRIVAL_DELAY_2']"
63,78,"{('ARRIVAL_DELAY', 'ARRIVAL_DELAY_2'), ('CANCELLED', 0.0), ((('CANCELLED', 0.0),)",1,1,19064,98425,0.19064,1.0,1.0160020320040641,0.19064,15750000.000000041,"(('ARRIVAL_DELAY', 'ARRIVAL_DELAY_2'),)","(('CANCELLED', 0.0),)","['CANCELLED,0.0', 'ARRIVAL_DELAY,ARRIVAL_DELAY_2']"
64,79,"{('ARRIVAL_DELAY', 'ARRIVAL_DELAY_2'), ('DIVERTED', 0.0), ((('DIVERTED', 0.0),)",1,1,19064,99711,0.19064,1.0,1.0028983763075288,0.19064,2889999.999999948,"(('ARRIVAL_DELAY', 'ARRIVAL_DELAY_2'),)","(('DIVERTED', 0.0),)","['DIVERTED,0.0', 'ARRIVAL_DELAY,ARRIVAL_DELAY_2']"
65,80,"{('ARRIVAL_DELAY', 'ARRIVAL_DELAY_3'), ('CANCELLATION_REASON', 4), ((('CANCELLATION_REASON', 4),)",1,1,19004,98425,0.19004,1.0,1.016002032004064,0.19004,15750000.000000041,"(('ARRIVAL_DELAY', 'ARRIVAL_DELAY_3'),)","(('CANCELLATION_REASON', 4),)","['CANCELLATION_REASON,4', 'ARRIVAL_DELAY,ARRIVAL_DELAY_3']"
66,81,"{('ARRIVAL_DELAY', 'ARRIVAL_DELAY_3'), ('CANCELLED', 0.0), ((('CANCELLED', 0.0),)",1,1,19004,98425,0.19004,1.0,1.016002032004064,0.19004,15750000.000000041,"(('ARRIVAL_DELAY', 'ARRIVAL_DELAY_3'),)","(('CANCELLED', 0.0),)","['CANCELLED,0.0', 'ARRIVAL_DELAY,ARRIVAL_DELAY_3']"
67,82,"{('ARRIVAL_DELAY', 'ARRIVAL_DELAY_3'), ('DIVERTED', 0.0), ((('DIVERTED', 0.0),)",1,1,19004,99711,0.19004,1.0,1.0028983763075288,0.19004,2889999.999999948,"(('ARRIVAL_DELAY', 'ARRIVAL_DELAY_3'),)","(('DIVERTED', 0.0),)","['DIVERTED,0.0', 'ARRIVAL_DELAY,ARRIVAL_DELAY_3']"
68,83,"{('ARRIVAL_DELAY', 'ARRIVAL_DELAY_4'), ('CANCELLATION_REASON', 4), ((('CANCELLATION_REASON', 4),)",1,1,19191,98425,0.19191,1.0,1.0160020320040641,0.19191,15750000.000000041,"(('ARRIVAL_DELAY', 'ARRIVAL_DELAY_4'),)","(('CANCELLATION_REASON', 4),)","['CANCELLATION_REASON,4', 'ARRIVAL_DELAY,ARRIVAL_DELAY_4']"
69,84,"{('ARRIVAL_DELAY', 'ARRIVAL_DELAY_4'), ('CANCELLED', 0.0), ((('CANCELLED', 0.0),)",1,1,19191,98425,0.19191,1.0,1.0160020320040641,0.19191,15750000.000000041,"(('ARRIVAL_DELAY', 'ARRIVAL_DELAY_4'),)","(('CANCELLED', 0.0),)","['CANCELLED,0.0', 'ARRIVAL_DELAY,ARRIVAL_DELAY_4']"
71,87,"{('ARRIVAL_DELAY', 'ARRIVAL_DELAY_4'), ('DIVERTED', 0.0), ((('DIVERTED', 0.0),)",1,1,19191,99711,0.19191,1.0,1.0028983763075288,0.19191,2889999.999999948,"(('ARRIVAL_DELAY', 'ARRIVAL_DELAY_4'),)","(('DIVERTED', 0.0),)","['DIVERTED,0.0', 'ARRIVAL_DELAY,ARRIVAL_DELAY_4']"
75,93,"{('ARRIVAL_TIME', 'ARRIVAL_TIME_0'), ('CANCELLATION_REASON', 4), ((('CANCELLATION_REASON', 4),)",1,1,19555,98425,0.19555,1.0,1.0160020320040641,0.19555,15750000.000000041,"(('ARRIVAL_TIME', 'ARRIVAL_TIME_0'),)","(('CANCELLATION_REASON', 4),)","['CANCELLATION_REASON,4', 'ARRIVAL_TIME,ARRIVAL_TIME_0']"
76,94,"{('ARRIVAL_TIME', 'ARRIVAL_TIME_0'), ('CANCELLED', 0.0), ((('CANCELLED', 0.0),)",1,1,19555,98425,0.19555,1.0,1.0160020320040641,0.19555,15750000.000000041,"(('ARRIVAL_TIME', 'ARRIVAL_TIME_0'),)","(('CANCELLED', 0.0),)","['CANCELLED,0.0', 'ARRIVAL_TIME,ARRIVAL_TIME_0']"
78,97,"{('ARRIVAL_TIME', 'ARRIVAL_TIME_0'), ('DIVERTED', 0.0), ((('DIVERTED', 0.0),)",1,1,19555,99711,0.19505,0.9974431091792381,1.000334074654991,0.1945512784454104,1.1302785579480432,"(('ARRIVAL_TIME', 'ARRIVAL_TIME_0'),)","(('DIVERTED', 0.0),)","['DIVERTED,0.0', 'ARRIVAL_TIME,ARRIVAL_TIME_0']"
82,104,"{('WHEELS_ON', 'WHEELS_ON_0'), ('ARRIVAL_TIME', 'ARRIVAL_TIME_0'), ((('ARRIVAL_TIME', 'ARRIVAL_TIME_0'),)",1,1,19602,19555,0.19236,0.9813284358738904,5.018299339677272,0.18876833792470157,43.084229659734746,"(('WHEELS_ON', 'WHEELS_ON_0'),)","(('ARRIVAL_TIME', 'ARRIVAL_TIME_0'),)","['ARRIVAL_TIME,ARRIVAL_TIME_0', 'WHEELS_ON,WHEELS_ON_0']"
83,106,"{('ARRIVAL_TIME', 'ARRIVAL_TIME_1'), ('CANCELLATION_REASON', 4), ((('CANCELLATION_REASON', 4),)",1,1,19855,98425,0.19855,1.0,1.016002032004064,0.19855,15750000.000000041,"(('ARRIVAL_TIME', 'ARRIVAL_TIME_1'),)","(('CANCELLATION_REASON', 4),)","['ARRIVAL_TIME,ARRIVAL_TIME_1', 'CANCELLATION_REASON,4']"
84,107,"{('ARRIVAL_TIME', 'ARRIVAL_TIME_1'), ('CANCELLED', 0.0), ((('CANCELLED', 0.0),)",1,1,19855,98425,0.19855,1.0,1.016002032004064,0.19855,15750000.000000041,"(('ARRIVAL_TIME', 'ARRIVAL_TIME_1'),)","(('CANCELLED', 0.0),)","['ARRIVAL_TIME,ARRIVAL_TIME_1', 'CANCELLED,0.0']"
86,110,"{('ARRIVAL_TIME', 'ARRIVAL_TIME_1'), ('DIVERTED', 0.0), ((('DIVERTED', 0.0),)",1,1,19855,99711,0.19815,0.9979853941072777,1.0008779313288179,0.19775080584235707,1.4345230379385647,"(('ARRIVAL_TIME', 'ARRIVAL_TIME_1'),)","(('DIVERTED', 0.0),)","['ARRIVAL_TIME,ARRIVAL_TIME_1', 'DIVERTED,0.0']"
90,117,"{('WHEELS_ON', 'WHEELS_ON_1'), ('ARRIVAL_TIME', 'ARRIVAL_TIME_1'), ((('ARRIVAL_TIME', 'ARRIVAL_TIME_1'),)",1,1,19896,19855,0.19485,0.9793425814234017,4.9324733388234785,0.19082490199034982,38.79719812187579,"(('WHEELS_ON', 'WHEELS_ON_1'),)","(('ARRIVAL_TIME', 'ARRIVAL_TIME_1'),)","['ARRIVAL_TIME,ARRIVAL_TIME_1', 'WHEELS_ON,WHEELS_ON_1']"
91,119,"{('ARRIVAL_TIME', 'ARRIVAL_TIME_2'), ('CANCELLATION_REASON', 4), ((('CANCELLATION_REASON', 4),)",1,1,19740,98425,0.1974,1.0,1.016002032004064,0.1974,15750000.000000041,"(('ARRIVAL_TIME', 'ARRIVAL_TIME_2'),)","(('CANCELLATION_REASON', 4),)","['CANCELLATION_REASON,4', 'ARRIVAL_TIME,ARRIVAL_TIME_2']"
92,120,"{('ARRIVAL_TIME', 'ARRIVAL_TIME_2'), ('CANCELLED', 0.0), ((('CANCELLED', 0.0),)",1,1,19740,98425,0.1974,1.0,1.016002032004064,0.1974,15750000.000000041,"(('ARRIVAL_TIME', 'ARRIVAL_TIME_2'),)","(('CANCELLED', 0.0),)","['CANCELLED,0.0', 'ARRIVAL_TIME,ARRIVAL_TIME_2']"
94,123,"{('ARRIVAL_TIME', 'ARRIVAL_TIME_2'), ('DIVERTED', 0.0), ((('DIVERTED', 0.0),)",1,1,19740,99711,0.19697,0.997821681864235,1.0007137445860887,0.19654093667679837,1.32671101885402,"(('ARRIVAL_TIME', 'ARRIVAL_TIME_2'),)","(('DIVERTED', 0.0),)","['DIVERTED,0.0', 'ARRIVAL_TIME,ARRIVAL_TIME_2']"
98,130,"{('WHEELS_ON', 'WHEELS_ON_2'), ('ARRIVAL_TIME', 'ARRIVAL_TIME_2'), ((('ARRIVAL_TIME', 'ARRIVAL_TIME_2'),)",1,1,19560,19740,0.1929,0.9861963190184049,4.995928667773074,0.19023726993865028,58.14390689890795,"(('WHEELS_ON', 'WHEELS_ON_2'),)","(('ARRIVAL_TIME', 'ARRIVAL_TIME_2'),)","['WHEELS_ON,WHEELS_ON_2', 'ARRIVAL_TIME,ARRIVAL_TIME_2']"
99,132,"{('ARRIVAL_TIME', 'ARRIVAL_TIME_3'), ('CANCELLATION_REASON', 4), ((('CANCELLATION_REASON', 4),)",1,1,19745,98425,0.19745,1.0,1.016002032004064,0.19745,15750000.000000041,"(('ARRIVAL_TIME', 'ARRIVAL_TIME_3'),)","(('CANCELLATION_REASON', 4),)","['CANCELLATION_REASON,4', 'ARRIVAL_TIME,ARRIVAL_TIME_3']"
100,133,"{('ARRIVAL_TIME', 'ARRIVAL_TIME_3'), ('CANCELLED', 0.0), ((('CANCELLED', 0.0),)",1,1,19745,98425,0.19745,1.0,1.016002032004064,0.19745,15750000.000000041,"(('ARRIVAL_TIME', 'ARRIVAL_TIME_3'),)","(('CANCELLED', 0.0),)","['CANCELLED,0.0', 'ARRIVAL_TIME,ARRIVAL_TIME_3']"
102,136,"{('ARRIVAL_TIME', 'ARRIVAL_TIME_3'), ('DIVERTED', 0.0), ((('DIVERTED', 0.0),)",1,1,19745,99711,0.19697,0.9975690048113447,1.0004603351800148,0.19649116687769058,1.1888130526434677,"(('ARRIVAL_TIME', 'ARRIVAL_TIME_3'),)","(('DIVERTED', 0.0),)","['DIVERTED,0.0', 'ARRIVAL_TIME,ARRIVAL_TIME_3']"
106,143,"{('WHEELS_ON', 'WHEELS_ON_3'), ('ARRIVAL_TIME', 'ARRIVAL_TIME_3'), ((('ARRIVAL_TIME', 'ARRIVAL_TIME_3'),)",1,1,19887,19745,0.19464,0.9787298235027908,4.956848941518312,0.1904999728465832,37.73123191404024,"(('WHEELS_ON', 'WHEELS_ON_3'),)","(('ARRIVAL_TIME', 'ARRIVAL_TIME_3'),)","['WHEELS_ON,WHEELS_ON_3', 'ARRIVAL_TIME,ARRIVAL_TIME_3']"
107,145,"{('ARRIVAL_TIME', 'ARRIVAL_TIME_4'), ('CANCELLATION_REASON', 4), ((('CANCELLATION_REASON', 4),)",1,1,19489,98425,0.19489,1.0,1.0160020320040641,0.19489,15750000.000000041,"(('ARRIVAL_TIME', 'ARRIVAL_TIME_4'),)","(('CANCELLATION_REASON', 4),)","['CANCELLATION_REASON,4', 'ARRIVAL_TIME,ARRIVAL_TIME_4']"
108,146,"{('ARRIVAL_TIME', 'ARRIVAL_TIME_4'), ('CANCELLED', 0.0), ((('CANCELLED', 0.0),)",1,1,19489,98425,0.19489,1.0,1.0160020320040641,0.19489,15750000.000000041,"(('ARRIVAL_TIME', 'ARRIVAL_TIME_4'),)","(('CANCELLED', 0.0),)","['CANCELLED,0.0', 'ARRIVAL_TIME,ARRIVAL_TIME_4']"
114,156,"{('WHEELS_ON', 'WHEELS_ON_4'), ('ARRIVAL_TIME', 'ARRIVAL_TIME_4'), ((('ARRIVAL_TIME', 'ARRIVAL_TIME_4'),)",1,1,19439,19489,0.1912,0.9835896908277175,5.046896663901265,0.1880623488862596,49.061229894353595,"(('WHEELS_ON', 'WHEELS_ON_4'),)","(('ARRIVAL_TIME', 'ARRIVAL_TIME_4'),)","['ARRIVAL_TIME,ARRIVAL_TIME_4', 'WHEELS_ON,WHEELS_ON_4']"
115,158,"{('CANCELLED', 0.0), ('CANCELLATION_REASON', 4), ((('CANCELLATION_REASON', 4),)",1,1,98425,98425,0.98425,1.0,1.016002032004064,0.98425,15750000.000000041,"(('CANCELLED', 0.0),)","(('CANCELLATION_REASON', 4),)","['CANCELLATION_REASON,4', 'CANCELLED,0.0']"
117,161,"{('DAY', 'DAY_1'), ('CANCELLATION_REASON', 4), ((('CANCELLATION_REASON', 4),)",1,1,20088,98425,0.19795,0.9854141776184787,1.0011828068259878,0.19506273645957786,1.079815625626843,"(('DAY', 'DAY_1'),)","(('CANCELLATION_REASON', 4),)","['CANCELLATION_REASON,4', 'DAY,DAY_1']"
118,162,"{('DAY', 'DAY_2'), ('CANCELLATION_REASON', 4), ((('CANCELLATION_REASON', 4),)",1,1,20057,98425,0.19768,0.9855910654634292,1.0013625252358944,0.1948316418208107,1.0930717234472709,"(('DAY', 'DAY_2'),)","(('CANCELLATION_REASON', 4),)","['CANCELLATION_REASON,4', 'DAY,DAY_2']"
119,163,"{('DAY', 'DAY_3'), ('CANCELLATION_REASON', 4), ((('CANCELLATION_REASON', 4),)",1,1,20407,98425,0.20151,0.9874552849512422,1.003256576023614,0.19898211447052483,1.2555086889798264,"(('DAY', 'DAY_3'),)","(('CANCELLATION_REASON', 4),)","['CANCELLATION_REASON,4', 'DAY,DAY_3']"
128,172,"{('DEPARTURE_DELAY', 'DEPARTURE_DELAY_0'), ('CANCELLATION_REASON', 4), ((('CANCELLATION_REASON', 4),)",1,1,26927,98425,0.26916,0.9995914880974487,1.015586983080974,0.2690500449363093,38.55447380397427,"(('DEPARTURE_DELAY', 'DEPARTURE_DELAY_0'),)","(('CANCELLATION_REASON', 4),)","['CANCELLATION_REASON,4', 'DEPARTURE_DELAY,DEPARTURE_DELAY_0']"
130,174,"{('DEPARTURE_DELAY', 'DEPARTURE_DELAY_2'), ('CANCELLATION_REASON', 4), ((('CANCELLATION_REASON', 4),)",1,1,19406,98425,0.19404,0.9998969390910027,1.0158973219111027,0.19402000206121817,152.82076718004137,"(('DEPARTURE_DELAY', 'DEPARTURE_DELAY_2'),)","(('CANCELLATION_REASON', 4),)","['CANCELLATION_REASON,4', 'DEPARTURE_DELAY,DEPARTURE_DELAY_2']"
133,177,"{('DEPARTURE_TIME', 'DEPARTURE_TIME_0'), ('CANCELLATION_REASON', 4), ((('CANCELLATION_REASON', 4),)",1,1,19643,98425,0.19635,0.9995927302346892,1.0155882450949343,0.1962700325815812,38.672061295587135,"(('DEPARTURE_TIME', 'DEPARTURE_TIME_0'),)","(('CANCELLATION_REASON', 4),)","['CANCELLATION_REASON,4', 'DEPARTURE_TIME,DEPARTURE_TIME_0']"
134,178,"{('DEPARTURE_TIME', 'DEPARTURE_TIME_1'), ('CANCELLATION_REASON', 4), ((('CANCELLATION_REASON', 4),)",1,1,19792,98425,0.19786,0.9996968472109944,1.0156940281544267,0.19780001818916737,51.95382862164551,"(('DEPARTURE_TIME', 'DEPARTURE_TIME_1'),)","(('CANCELLATION_REASON', 4),)","['CANCELLATION_REASON,4', 'DEPARTURE_TIME,DEPARTURE_TIME_1']"
135,179,"{('DEPARTURE_TIME', 'DEPARTURE_TIME_2'), ('CANCELLATION_REASON', 4), ((('CANCELLATION_REASON', 4),)",1,1,19780,98425,0.1977,0.9994944388270981,1.0154883808250934,0.1976000505561173,31.153438378500102,"(('DEPARTURE_TIME', 'DEPARTURE_TIME_2'),)","(('CANCELLATION_REASON', 4),)","['CANCELLATION_REASON,4', 'DEPARTURE_TIME,DEPARTURE_TIME_2']"
136,180,"{('DEPARTURE_TIME', 'DEPARTURE_TIME_3'), ('CANCELLATION_REASON', 4), ((('CANCELLATION_REASON', 4),)",1,1,19811,98425,0.19796,0.9992428448841553,1.0152327608678235,0.1978101135732674,20.801522526735887,"(('DEPARTURE_TIME', 'DEPARTURE_TIME_3'),)","(('CANCELLATION_REASON', 4),)","['CANCELLATION_REASON,4', 'DEPARTURE_TIME,DEPARTURE_TIME_3']"
137,181,"{('DEPARTURE_TIME', 'DEPARTURE_TIME_4'), ('CANCELLATION_REASON', 4), ((('CANCELLATION_REASON', 4),)",1,1,19455,98425,0.19438,0.9991261886404523,1.0151142378871754,0.19421014854793112,18.02446466670833,"(('DEPARTURE_TIME', 'DEPARTURE_TIME_4'),)","(('CANCELLATION_REASON', 4),)","['CANCELLATION_REASON,4', 'DEPARTURE_TIME,DEPARTURE_TIME_4']"
138,182,"{('DESTINATION_AIRPORT', 'DESTINATION_AIRPORT_0'), ('CANCELLATION_REASON', 4), ((('CANCELLATION_REASON', 4),)",1,1,20017,98425,0.19805,0.9894090023480042,1.0052415568686859,0.19595245291502225,1.4871118878890701,"(('DESTINATION_AIRPORT', 'DESTINATION_AIRPORT_0'),)","(('CANCELLATION_REASON', 4),)","['CANCELLATION_REASON,4', 'DESTINATION_AIRPORT,DESTINATION_AIRPORT_0']"
146,190,"{('DISTANCE', 'DISTANCE_3'), ('CANCELLATION_REASON', 4), ((('CANCELLATION_REASON', 4),)",1,1,19718,98425,0.19476,0.9877269499949285,1.003532588260024,0.19236970078101226,1.2832994822144699,"(('DISTANCE', 'DISTANCE_3'),)","(('CANCELLATION_REASON', 4),)","['CANCELLATION_REASON,4', 'DISTANCE,DISTANCE_3']"
147,191,"{('DISTANCE', 'DISTANCE_4'), ('CANCELLATION_REASON', 4), ((('CANCELLATION_REASON', 4),)",1,1,20137,98425,0.19935,0.9899687143069971,1.0058102253563597,0.19735026319709986,1.5700877147680417,"(('DISTANCE', 'DISTANCE_4'),)","(('CANCELLATION_REASON', 4),)","['DISTANCE,DISTANCE_4', 'CANCELLATION_REASON,4']"
149,194,"{('ELAPSED_TIME', 'ELAPSED_TIME_0'), ('CANCELLATION_REASON', 4), ((('CANCELLATION_REASON', 4),)",1,1,19643,98425,0.19643,1.0,1.016002032004064,0.19643,15750000.000000041,"(('ELAPSED_TIME', 'ELAPSED_TIME_0'),)","(('CANCELLATION_REASON', 4),)","['CANCELLATION_REASON,4', 'ELAPSED_TIME,ELAPSED_TIME_0']"
150,195,"{('ELAPSED_TIME', 'ELAPSED_TIME_1'), ('CANCELLATION_REASON', 4), ((('CANCELLATION_REASON', 4),)",1,1,19885,98425,0.19885,1.0,1.016002032004064,0.19885,15750000.000000041,"(('ELAPSED_TIME', 'ELAPSED_TIME_1'),)","(('CANCELLATION_REASON', 4),)","['CANCELLATION_REASON,4', 'ELAPSED_TIME,ELAPSED_TIME_1']"
